area,bedrooms,price
2019,4,93.36
1239,2,77.29
3085,1,130.08
3801,1,51.86
2607,1,71.33
2674,5,146.34
2550,5,142.03
3991,4,75.8
2112,4,69.62
3150,2,105.22
2986,3,33.16
2486,1,31.62
2129,2,56.98
3795,4,95.27
1163,2,122.9
3260,1,127.56
3801,2,67.37
2398,2,124.12
3743,2,34.83
1443,2,48.91
3216,1,37.56
2836,1,51.09
1425,2,57.42
2651,5,73.56
1732,4,122.06
3882,3,87.33
1158,5,84.64
3447,3,145.73
932,1,136.5
2974,3,72.37
1475,4,39.73
3449,1,45.45
1181,1,110.78
3829,5,159.73
1912,3,98.35
3262,3,71.94
3727,2,70.0
3643,4,148.12
2027,1,103.14
943,2,135.85
2425,1,169.31
3137,3,65.92
2871,2,150.71
2474,4,169.47
3058,5,44.46
1647,3,69.29
3165,3,138.67
3883,1,161.51
1882,2,147.79
963,5,60.13
2796,5,148.55
2596,2,157.31
2693,2,84.93
2476,2,54.73
3819,2,40.47
1301,2,109.85
3513,5,114.06
3019,1,147.25
1304,3,152.73
3183,4,148.45
1350,5,161.14
1335,2,79.19
2425,2,92.89
1115,1,134.35
2523,4,162.87
2665,1,65.62
1402,4,74.24
1538,4,41.29
1914,4,36.1
1014,5,119.76
2135,1,163.67
2914,2,118.89
826,1,41.75
3971,2,110.81
1794,1,161.72
1680,5,58.9
3977,5,143.25
3961,3,49.54
3838,5,141.18
1752,4,108.41
1975,3,160.35
1086,1,132.36
1062,1,164.61
1052,3,62.58
2813,3,53.78
2598,2,110.56
3686,4,33.15
1086,4,46.06
1170,5,109.86
3947,5,76.41
1106,3,117.2
3378,2,78.82
3225,4,166.29
3188,3,55.28
3097,2,155.77
2812,3,41.39
2921,5,165.35
2919,5,97.87
1757,3,97.89
3488,5,41.69
3904,5,132.71
994,5,122.22
881,5,130.34
2651,5,76.46
3329,5,154.34
3021,2,165.4
2479,5,74.93
2781,1,110.13
2249,4,168.26
1790,4,99.83
3550,2,137.82
1399,4,61.38
3978,1,102.99
908,1,146.0
939,2,83.72
2576,4,117.5
3296,2,55.0
1868,3,32.81
1308,3,133.23
2533,3,97.88
2378,4,140.44
1902,5,91.36
911,2,44.68
1392,1,35.93
1224,4,153.42
3046,5,143.08
1429,3,52.82
3156,3,53.47
1584,2,45.83
1131,1,62.67
3744,2,124.32
1563,2,152.0
1692,4,167.94
1378,4,42.93
3879,5,138.61
2629,5,169.9
2835,3,131.72
1321,4,98.41
2567,4,93.57
3859,2,140.42
2457,4,96.5
2613,3,132.66
1885,3,140.67
2621,4,45.95
833,2,50.27
1442,4,71.56
2923,4,130.71
1382,1,137.65
991,1,108.86
3445,1,35.34
1145,3,64.69
2368,2,48.04
931,2,110.0
3170,4,149.71
1286,2,166.99
1309,1,45.88
1402,4,42.14
2558,1,33.98
2048,4,102.14
1417,3,44.67
877,2,85.57
1698,5,68.12
2895,5,129.46
1907,1,137.85
1502,3,133.69
2514,5,30.5
1650,2,86.61
3008,3,161.25
3198,1,130.17
2003,1,99.41
1148,1,73.71
2038,3,97.38
2868,3,142.51
2283,2,60.1
2005,4,147.5
2181,3,118.65
2710,1,91.01
1465,2,69.51
882,5,46.4
3071,3,142.03
1104,1,46.05
1196,1,49.68
2137,3,47.33
1394,4,76.24
2617,1,133.14
3793,2,49.94
2394,3,159.49
2617,1,105.62
3306,2,139.39
3154,5,167.03
3125,1,68.67
1795,4,77.76
3275,1,53.14
2791,3,168.61
3759,5,69.42
2439,3,74.63
2578,2,148.51
3959,2,53.55
803,5,81.68
1740,3,92.26
2348,3,52.98
2772,1,159.81
3688,1,146.7
3003,4,103.62
2279,3,70.42
1071,3,91.78
2152,4,80.3
2416,1,92.82
3433,1,111.07
1304,5,82.31
3509,2,89.46
2795,4,73.83
839,5,155.6
1499,2,102.68
2505,5,86.63
2565,2,152.1
3966,3,151.14
3591,5,95.53
1040,1,42.37
3925,5,117.37
3254,5,72.26
2930,4,35.15
3306,2,100.23
2326,1,152.65
2831,2,163.28
1477,5,108.65
1931,4,156.15
1674,4,107.61
3575,1,58.54
2251,1,115.72
3356,5,48.57
2400,1,101.81
1951,3,163.15
2492,5,73.94
878,1,158.59
1202,2,143.09
3147,3,161.54
2031,4,151.92
3815,4,148.06
3258,1,139.59
1901,5,98.9
805,5,70.34
1032,1,134.91
3971,4,35.17
1865,2,100.96
3061,2,37.15
2216,4,91.9
2944,5,144.71
1098,1,101.54
1396,1,124.56
895,1,98.77
1988,5,161.55
3591,4,167.94
3682,4,139.97
3711,2,94.7
943,1,76.57
3975,1,101.23
1080,2,103.09
2927,5,81.42
3987,5,129.72
1163,3,111.48
2162,1,41.77
3035,5,133.02
2758,2,45.77
1456,1,123.5
2194,5,160.09
1174,2,81.27
3465,2,48.5
2458,1,115.56
3233,5,48.71
1584,3,101.39
1340,5,89.16
1143,2,122.87
3245,1,140.23
2205,3,91.78
2822,5,78.11
2641,4,73.77
3266,4,42.06
2372,5,131.82
3297,5,66.2
1158,4,117.99
3098,5,114.47
1345,4,148.74
1931,1,33.07
3128,5,135.62
2696,2,97.76
1848,1,167.19
3874,2,81.75
3052,1,83.62
2943,1,49.18
3042,4,75.89
3610,4,41.83
3375,3,90.23
1086,4,125.71
2188,1,72.78
2149,5,105.66
2997,4,143.88
1930,2,145.78
3327,1,150.43
1596,3,74.32
3599,1,78.44
3243,2,73.35
1495,5,134.56
2068,1,149.18
3720,2,71.08
2358,4,109.46
3314,2,121.27
2121,1,67.94
1552,2,53.71
2299,2,56.58
3550,3,130.42
3047,4,68.39
2425,3,85.72
938,4,70.1
2780,5,108.91
970,1,142.54
2675,4,112.29
1269,2,57.01
3627,1,114.98
2933,5,165.93
1828,1,102.78
809,4,97.85
2945,2,122.86
1856,3,122.11
2441,1,103.95
1297,2,100.42
1015,5,34.45
1657,2,77.75
3438,3,81.67
3351,5,33.94
3317,1,149.61
1897,4,117.88
2678,4,92.22
2693,3,166.72
2440,3,139.37
3343,4,145.69
2104,2,70.17
1219,5,166.2
1554,3,65.21
1713,5,169.93
2373,2,91.86
1084,4,160.95
3819,1,75.02
2099,2,142.67
2164,1,110.91
800,4,81.01
2988,1,47.13
3592,3,99.66
3442,5,80.73
1866,4,144.85
2161,3,137.27
3578,4,66.88
2970,3,89.85
3011,2,139.71
2634,2,60.29
1558,4,131.69
3490,5,61.86
2118,1,81.44
1354,5,165.31
3923,1,161.69
3736,3,72.49
3650,1,108.93
1896,3,111.22
1113,3,121.67
2542,2,135.27
1979,1,127.95
3269,1,123.47
3374,3,95.77
1917,3,102.51
1840,1,166.35
1477,2,159.74
2204,2,126.32
829,3,37.0
1064,5,102.68
2208,3,92.79
3364,1,102.75
1925,2,41.74
2869,5,43.23
2323,1,132.87
1864,5,34.74
1409,4,36.58
1071,1,169.84
2238,3,105.35
2350,1,49.89
2489,5,74.47
3740,5,36.3
2411,2,162.84
1426,1,155.44
1446,4,134.82
1270,2,42.0
3925,4,99.7
3002,1,153.92
3266,3,151.53
3974,4,79.31
2871,4,55.5
997,3,84.39
1255,2,130.74
1780,1,36.56
827,4,54.36
3185,5,70.79
1017,2,84.77
1660,1,95.55
2650,1,121.59
3342,5,93.52
2922,5,55.36
2812,2,164.06
1708,2,127.56
2784,5,106.83
805,3,31.36
3604,4,123.12
823,1,150.51
2369,1,160.64
2298,5,134.27
2089,4,132.15
1894,4,140.47
2266,4,65.35
3688,3,110.93
1627,4,124.27
3701,3,141.54
2262,1,69.68
2800,4,155.22
2449,5,150.08
2531,3,53.85
3069,2,43.49
2817,2,163.28
1286,1,156.98
3493,4,111.86
1644,1,86.04
3458,1,92.01
2090,1,62.84
2430,4,149.15
1496,4,152.03
1236,5,109.65
1120,2,136.91
2755,3,58.53
2590,3,123.09
1620,5,91.57
1720,1,39.46
3138,4,119.0
3392,5,65.77
3585,3,107.56
3465,5,119.58
834,3,114.47
3573,1,121.42
2540,2,101.12
841,1,97.14
2733,5,152.91
3246,1,144.39
3792,1,167.74
1044,4,69.15
896,1,91.63
3970,5,47.0
3790,1,156.24
2994,4,139.53
1605,2,74.92
1162,4,87.98
1715,1,151.96
1024,4,120.12
1364,5,155.72
3647,4,115.63
927,1,56.14
877,5,75.25
3748,3,30.45
2861,4,109.88
3635,2,169.21
3472,4,39.29
3031,5,162.05
1104,4,135.88
3153,4,146.09
2463,1,108.4
1259,4,139.17
1874,3,73.46
2648,5,149.5
2385,5,159.15
3848,4,106.29
1530,3,57.22
1689,3,58.61
1244,5,43.34
3657,2,142.4
3265,2,149.36
3094,5,83.16
3459,5,42.92
1129,3,163.87
1080,1,71.5
3184,3,130.32
2614,3,93.77
2965,5,71.85
3906,2,81.27
840,1,83.2
3531,4,167.0
1723,4,128.85
3117,5,82.18
3616,2,146.41
1641,4,143.44
1785,3,121.3
1038,5,144.17
3474,4,32.74
2622,2,50.9
3773,4,119.41
2358,1,62.48
1219,3,71.58
3156,5,98.29
3503,5,108.36
2205,3,102.26
1523,2,50.67
910,2,121.02
3016,1,79.47
3833,5,80.93
1481,4,50.97
1797,1,89.2
3762,5,85.86
2823,5,37.64
959,2,93.03
1446,4,147.48
1372,2,96.97
1402,3,70.47
1953,2,151.37
2758,1,125.71
2448,2,50.79
2401,3,32.4
3701,4,67.79
2547,5,120.98
3733,1,105.35
3577,1,92.26
3431,4,167.85
3783,5,160.73
2043,2,73.06
3812,3,34.69
1635,5,136.0
2856,2,107.57
2949,1,38.21
2990,5,142.46
3541,2,75.8
3552,3,41.45
3073,2,157.22
1592,4,57.14
3958,2,99.89
1931,2,52.51
3926,5,149.83
3407,3,71.5
2582,4,47.24
2394,1,123.22
2030,5,33.51
1645,4,142.49
2491,1,107.19
3541,2,89.84
1071,3,127.81
1729,3,41.77
945,3,39.03
1773,3,145.02
3326,5,36.39
2162,3,110.67
3122,4,45.68
1739,2,122.46
2020,3,94.87
3995,5,131.2
1691,4,168.96
1099,4,113.98
3780,5,77.39
1554,3,90.77
980,4,88.26
3106,4,116.39
3095,1,50.26
1990,3,100.38
2322,1,143.96
2689,1,118.09
2525,5,99.75
2797,1,107.45
1568,4,108.05
1749,4,147.26
2731,4,105.4
2868,5,56.29
1011,1,141.24
3556,2,161.32
1845,1,104.85
2412,4,40.7
1385,2,115.23
3974,5,140.53
2556,4,163.17
1756,3,47.1
2796,2,82.53
2341,1,167.1
3176,3,155.27
1556,5,94.68
2655,1,150.78
1465,1,130.01
3696,4,106.0
1817,2,40.8
973,1,144.03
2033,3,80.23
935,3,133.63
1312,5,31.26
2733,1,156.02
2280,2,45.39
1216,3,96.61
1948,2,76.25
3584,4,68.75
3712,4,66.03
2273,4,134.52
3837,4,104.04
2167,4,125.55
2380,1,41.66
3485,2,87.59
2625,3,88.65
3540,5,58.06
3541,4,112.62
2690,3,83.58
1809,1,168.8
3807,1,63.51
1813,1,104.85
1392,4,161.76
2858,2,43.4
2336,4,46.38
1070,5,110.18
2615,3,84.07
3506,2,156.92
2615,3,131.6
2745,4,57.08
3805,1,39.5
1541,1,53.96
1277,2,143.76
1411,1,74.99
2843,1,96.07
2502,5,141.55
3641,2,59.44
1371,5,137.99
1108,5,112.15
3358,1,40.18
2872,1,52.91
3928,1,90.39
1103,2,94.29
3424,1,137.23
994,5,34.34
1901,5,39.4
2001,1,134.91
2787,3,123.39
1895,1,141.22
3406,4,63.58
2638,4,169.68
3492,4,158.53
1410,2,109.91
3726,2,131.5
3754,5,73.86
3892,3,57.56
3426,1,136.09
1958,2,96.7
1383,2,95.45
3075,5,121.09
1932,4,68.35
2324,2,132.89
3759,2,130.17
2107,3,120.44
3176,4,151.29
2078,4,43.4
2799,2,99.75
800,1,52.33
2444,4,32.77
1873,2,94.13
3141,4,147.51
1812,1,100.16
937,3,71.86
1830,1,64.34
3069,2,41.16
1115,2,64.63
1559,3,168.38
2090,3,133.33
2260,4,143.41
1890,5,157.11
1801,3,119.44
1044,1,108.57
3756,4,99.81
1150,2,166.68
1720,5,89.46
1711,5,116.6
1098,3,37.96
2557,4,36.29
2845,3,147.26
1605,3,156.6
1231,5,44.24
2125,2,74.37
3199,1,63.67
1022,5,31.48
3184,1,78.73
2719,1,131.76
1950,3,49.26
1652,4,95.69
2380,3,162.43
2554,3,93.56
2063,4,154.26
3818,1,50.42
1894,3,135.84
2971,4,146.44
3184,1,143.43
3758,3,169.97
3650,3,149.44
3821,2,167.81
894,5,59.73
3561,4,42.49
2629,1,51.32
3918,5,106.87
2487,3,87.55
2269,5,77.15
2026,3,151.24
3307,3,114.95
985,2,102.57
3966,1,43.36
1926,5,40.51
1121,3,72.51
1045,1,129.46
2690,4,85.47
2598,5,37.24
2024,4,107.69
2653,1,57.7
1766,5,50.05
2654,2,49.52
1223,1,46.06
2984,3,157.41
2104,5,112.04
825,2,82.6
3209,4,79.97
3121,1,162.75
2439,5,82.62
3224,4,147.48
3696,3,135.31
3771,5,69.03
2535,3,162.78
3867,5,107.42
3210,5,106.99
1516,1,128.7
2530,2,112.02
3303,1,167.87
3457,3,126.18
2703,3,90.91
2651,5,66.72
1646,5,148.81
2717,2,32.08
2480,2,138.68
3838,5,112.64
2687,1,169.63
1497,2,103.42
1040,4,120.6
3218,4,132.96
3173,1,140.09
1776,2,84.2
3743,3,72.55
3206,2,74.23
2901,1,102.33
3973,5,59.84
1601,5,82.31
2407,1,162.61
3842,5,111.64
3695,4,98.42
1479,3,121.41
2947,3,105.97
2800,5,71.96
1276,1,117.89
1966,5,136.35
3687,4,97.32
1391,3,58.67
896,2,105.91
2997,2,166.28
2533,2,77.13
1537,2,99.48
1729,5,81.85
2300,2,71.49
2058,2,127.98
3698,2,34.25
2161,3,117.34
3920,3,133.07
2284,1,56.75
3440,4,38.24
2254,1,150.16
3722,3,148.16
2117,2,147.14
3933,4,80.25
953,1,76.14
982,3,163.57
2172,2,69.58
2146,5,39.41
3916,5,104.4
2693,5,73.16
2595,1,164.74
2544,1,50.43
1700,4,37.94
2592,2,80.78
3828,4,123.89
3081,3,131.48
1875,2,135.71
1169,2,35.99
3362,4,65.51
1305,1,139.39
2725,3,41.59
2680,3,37.57
3056,2,65.09
1187,3,106.67
1172,1,112.47
3441,4,146.09
946,1,35.77
1997,5,122.32
2935,4,67.99
1642,3,102.95
2355,1,117.78
1321,4,159.46
3494,3,66.97
3554,3,80.96
3883,2,60.47
2664,4,101.07
3276,4,65.77
3490,1,73.94
1273,5,50.03
3524,4,93.87
3702,1,86.24
1228,2,67.51
1401,3,81.85
2731,2,59.28
3739,3,161.38
3632,2,73.18
2487,1,108.43
3170,1,129.09
2628,4,109.21
2441,5,110.5
1189,2,49.06
2533,2,51.01
3583,2,58.65
1529,5,156.91
3790,5,102.78
3427,3,37.13
2031,4,44.1
2861,4,37.69
2694,2,115.75
1780,5,30.41
3300,1,38.07
1117,3,155.32
3338,1,73.66
3814,3,162.8
2520,5,151.09
1277,3,142.56
3491,1,135.99
2554,2,106.05
1117,3,163.63
3698,1,112.17
2025,5,164.75
2096,2,168.15
3725,5,33.33
3877,3,85.08
2553,4,93.47
3581,3,31.91
2170,2,82.26
3025,1,123.48
3148,4,61.35
1347,2,36.26
1050,2,109.07
3501,4,78.43
1948,5,164.8
2394,2,168.52
1034,4,132.3
2965,2,91.94
2352,4,77.16
1547,3,149.37
3490,5,42.39
1690,3,116.5
2666,4,168.7
1008,5,162.57
3772,5,43.47
984,3,117.19
3067,3,117.24
1623,5,133.04
885,2,72.67
2288,1,144.34
3333,2,75.96
1181,5,70.09
1312,1,104.38
1175,3,121.95
2758,5,65.39
3633,3,99.57
3687,5,53.77
1124,1,83.06
3972,4,113.39
3920,1,30.09
884,2,71.1
3866,1,42.77
3584,5,155.88
3403,1,108.89
2366,3,98.58
3271,3,69.62
2534,1,86.83
1380,1,113.32
1095,5,30.38
2347,3,140.58
3325,1,115.89
1141,2,165.96
3511,4,89.51
3737,1,136.04
1392,3,54.73
2042,3,164.44
1356,3,125.02
3541,2,88.73
1764,2,149.63
2751,3,169.87
1834,2,81.67
3078,3,60.15
1927,5,86.31
2838,2,76.61
865,1,83.28
1822,5,166.89
2428,2,96.87
1050,3,139.2
3330,1,109.19
3351,5,119.32
1701,3,144.43
2085,4,100.41
2923,3,104.88
1039,5,140.07
1004,5,147.29
2102,2,55.08
3830,1,123.96
924,4,136.63
2457,3,151.54
1461,4,54.35
1371,4,156.13
3679,4,73.7
2938,5,91.05
3954,5,89.36
3707,2,145.99
3206,1,163.32
3428,5,49.04
1800,4,44.35
3541,2,88.88
1971,2,123.7
3984,3,75.35
3610,1,149.83
3981,3,112.71
1974,4,35.25
885,5,83.98
1076,3,89.28
2690,2,55.84
3946,5,73.27
1946,2,96.92
3243,3,31.57
3642,4,144.17
1631,3,60.69
845,4,59.37
2678,1,163.01
1831,2,148.45
3626,1,132.94
3876,4,42.98
2971,5,49.75
2509,2,103.59
2548,5,95.49
2920,2,84.27
2786,2,30.12
2481,3,95.26
1357,2,119.12
2420,2,59.51
3312,3,112.43
3543,2,79.92
1008,5,98.68
2127,1,166.77
2150,4,31.7
2705,3,88.79
2077,2,160.93
2689,1,60.83
1371,5,39.85
3919,2,133.14
3730,2,117.72
3288,1,128.82
2248,2,105.31
1241,2,94.9
3427,4,45.67
3003,1,131.71
2228,5,79.69
1765,3,91.17
2243,4,58.46
2631,4,76.94
3471,1,82.29
2835,4,79.76
2414,5,54.71
2308,3,97.49
3790,3,44.05
3846,3,116.23
3788,2,105.67
2537,1,147.39
2102,4,72.12
3851,3,92.5
1091,5,104.74
2094,4,110.04
1692,4,62.76
1033,4,157.31
1556,4,166.22
3219,4,45.47
1006,2,151.02
2106,3,140.92
3122,3,35.93
1133,4,141.0
832,2,41.94
2927,4,110.06
3636,1,44.65
2392,3,77.44
2902,2,143.48
3802,2,38.94
812,2,94.88
2303,3,113.33
3816,1,104.25
2461,2,84.68
3583,5,103.08
1929,4,77.06
1024,1,100.43
3650,1,43.3
3794,1,86.96
2675,2,155.2
3308,5,126.22
3687,2,123.35
3403,5,48.59
1357,3,69.87
3652,3,87.36
1590,2,51.15
2055,2,99.31
3608,3,127.91
2752,2,88.14
1411,5,96.76
2719,5,59.92
3979,4,137.43
3105,5,30.13
3780,3,32.05
3808,5,102.31
1856,3,91.55
1151,5,133.73
2969,1,56.02
1525,3,59.97
2365,1,75.39
2112,4,145.81
2178,4,56.9
1714,4,96.55
1220,3,87.41
914,3,144.93
3580,3,163.36
3737,4,149.22
2998,1,35.53
3450,1,155.74
822,5,164.31
3081,3,95.64
2513,5,99.03
1318,3,64.39
2997,2,156.16
1438,4,154.91
1901,5,88.88
2769,4,117.65
1837,1,36.46
3075,3,60.45
2113,5,49.74
3357,1,52.2
3272,4,93.7
945,4,85.44
2633,2,137.79
3766,3,70.65
1401,1,93.56
3904,1,31.61
2420,3,48.9
868,3,33.95
2918,2,141.33
3996,1,152.23
1922,4,108.78
881,3,54.54
3806,4,85.09
951,4,71.38
1255,2,44.21
2176,1,79.93
3038,5,62.65
2009,5,48.94
2860,3,52.78
3700,2,68.56
2366,5,119.97
3362,2,77.29
3651,2,147.93
2196,4,107.74
3028,5,98.83
1259,3,104.93
3017,2,81.08
1938,2,54.99
2520,4,96.92
947,3,121.46
1255,2,144.88
2529,1,103.3
3102,2,130.12
3759,1,39.56
3682,4,110.29
982,4,107.88
2354,2,133.77
831,4,157.49
3468,1,110.49
3877,5,108.69
2384,3,123.9
3656,1,30.78
2626,1,131.01
1420,2,76.18
2033,1,109.54
1150,2,31.92
1744,3,92.21
1625,4,96.36
2506,1,145.53
2825,1,70.2
3026,3,106.6
2195,1,79.95
1740,3,79.1
907,3,168.69
1980,5,124.48
1123,4,124.88
2517,2,70.56
3243,3,35.45
1876,2,59.74
3944,1,99.23
1558,2,84.32
2449,4,102.68
855,2,149.26
1691,2,74.73
1037,2,108.53
2130,4,89.91
3224,4,150.81
3505,3,54.03
984,2,139.05
2837,3,163.91
2917,4,109.63
3368,3,40.95
3184,3,135.25
2556,1,159.94
1194,4,90.82
2176,2,67.09
2708,3,103.52
2046,3,140.27
1853,1,102.97
3848,5,82.76
2022,1,100.72
1833,5,139.89
2121,5,74.46
3978,1,77.68
2562,4,116.72
1961,3,65.96
1405,1,141.95
1537,4,143.28
3224,2,151.98
2003,3,94.74
3776,2,46.52
1927,1,131.24
1532,4,111.69
952,5,70.13
3851,2,40.89
972,3,167.18
2220,4,106.66
2541,1,141.63
2791,2,83.39
2536,4,66.19
3746,2,168.04
3570,3,98.73
1739,4,97.51
902,5,34.53
1439,3,129.47
966,1,118.4
3370,2,102.48
3783,1,145.58
3107,5,105.53
1771,4,69.85
3044,1,56.35
1012,1,68.99
3419,4,124.04
3548,2,90.65
3114,3,60.26
2203,1,100.32
1238,3,45.42
2634,5,151.88
1462,1,143.71
2148,1,127.07
2053,2,120.41
1306,1,160.49
2143,3,88.51
1721,1,162.3
3888,5,123.06
2258,3,90.97
2945,5,109.94
2727,1,120.45
1019,5,120.64
1781,4,105.16
1087,4,72.87
3135,2,43.4
1637,3,100.29
855,4,166.89
3987,3,62.87
3892,2,39.01
1396,3,48.53
1747,4,157.53
2091,3,146.27
3004,5,96.65
1024,3,46.19
3426,5,74.23
3958,3,65.34
1572,1,67.46
3888,4,69.28
3309,1,145.63
2775,1,80.17
1667,3,111.36
3729,4,33.69
2146,4,153.87
1830,3,96.29
1290,1,67.35
2600,2,110.12
3975,4,92.2
3164,3,134.28
2703,5,98.54
2707,3,120.19
1460,2,93.29
938,5,99.21
1931,2,138.67
3528,2,98.33
3494,2,160.38
1090,5,47.08
3558,3,162.73
2344,1,149.66
1897,3,101.5
2242,5,138.74
1848,1,87.69
2094,3,86.05
1896,4,119.77
3414,1,77.09
1208,2,50.8
3198,1,37.45
2873,3,152.66
2950,3,47.61
3124,5,108.5
1784,1,141.17
2312,5,151.21
1740,1,78.76
1598,3,141.77
986,3,140.84
1064,3,133.84
2223,5,158.05
1789,5,137.12
3121,4,142.75
2480,3,99.63
3327,3,103.18
3892,5,158.98
1730,1,143.96
3730,2,126.66
2440,3,102.85
1571,5,95.6
3818,5,72.35
1067,5,49.93
3215,1,148.84
2434,4,69.63
1587,5,65.47
2199,1,106.37
1907,3,114.52
3790,4,99.98
2450,2,144.21
1481,2,135.99
1599,3,72.18
3227,1,64.92
3076,2,113.07
2578,1,95.89
2056,3,42.07
1844,5,69.53
3803,3,57.57
2785,3,151.61
3590,5,78.23
1607,1,67.84
2617,5,161.82
3196,2,69.58
3271,1,74.85
1326,3,131.2
3044,4,61.94
1486,2,69.95
1002,3,130.0
3307,2,119.32
2894,2,37.9
2577,1,68.25
3334,4,50.45
1995,1,149.8
1790,3,44.43
3758,5,57.12
2109,5,125.91
2197,1,148.27
1314,5,76.56
3341,5,41.6
2276,1,37.52
2859,5,129.5
2612,4,159.43
1878,5,88.73
1807,5,157.44
1673,5,31.82
3340,5,73.39
2669,5,162.3
3325,5,115.67
1022,2,158.73
2839,5,111.77
3825,2,58.05
2441,1,150.77
1093,1,127.79
3151,2,61.57
3795,1,68.86
2887,5,95.23
1045,2,114.45
2489,3,127.27
821,1,163.34
2835,1,43.43
3411,2,159.61
2335,2,156.9
2412,5,35.48
1368,2,54.93
3119,1,68.28
2319,5,97.89
1537,5,168.3
2906,3,53.81
1837,3,164.66
947,3,40.58
1238,4,94.4
1267,5,134.48
2170,1,153.14
1511,3,137.85
3268,2,33.65
1674,1,95.56
1995,2,81.21
2934,5,53.25
1582,2,168.19
1639,2,62.7
2758,3,83.73
1011,4,59.52
3239,3,38.45
3408,3,117.3
3059,1,116.04
2483,5,100.24
2467,5,156.53
2353,5,133.79
3161,1,84.87
1087,5,112.65
3127,3,125.29
2079,3,168.83
1291,4,69.49
3531,1,135.65
3548,5,32.05
3591,3,84.05
3470,1,101.08
1483,1,157.4
3360,3,104.14
1980,1,30.29
3611,3,122.42
1293,5,132.6
3939,2,68.44
1544,3,117.46
1883,5,107.51
2215,3,165.61
1481,1,147.84
2049,4,92.56
3954,5,102.75
1724,4,137.87
1234,3,119.69
2605,3,98.49
852,2,31.54
3145,5,130.74
2573,3,55.19
1712,4,108.42
1392,5,49.29
3905,4,128.53
2786,2,47.98
1785,5,53.01
3481,5,165.09
3328,2,75.12
1738,1,107.14
2100,1,142.51
3518,4,150.29
3251,2,120.15
3574,1,85.95
1894,4,131.36
1271,1,49.72
3965,3,110.01
2067,5,137.13
1681,3,85.37
2543,2,154.08
3345,3,33.74
2722,3,34.85
2327,4,129.88
2540,4,144.45
3852,1,71.89
1173,4,67.62
1928,4,83.93
2406,3,150.63
3474,2,120.68
1946,3,89.18
2190,5,60.16
3519,1,38.71
1161,2,69.57
3088,2,128.22
2602,2,115.76
2355,5,54.56
3902,5,53.77
808,3,159.67
862,3,93.71
3998,4,113.87
3919,1,81.42
1173,4,90.94
2783,2,133.82
3740,5,62.64
987,3,70.68
1493,1,140.84
1905,1,91.25
2382,2,163.53
3255,2,131.86
1024,2,92.35
1348,3,73.18
3298,4,144.48
3334,1,67.73
1982,1,86.45
1115,4,73.78
2085,1,159.58
3656,2,113.89
2797,2,44.73
3846,2,124.99
3214,4,99.24
2044,2,167.43
1791,4,116.77
3664,1,90.55
3175,1,135.92
3538,1,144.83
3023,3,94.5
2610,5,148.72
2932,2,48.99
3878,1,104.24
2133,5,51.4
2613,3,69.17
2618,4,54.59
1164,4,72.79
2962,5,67.88
1911,4,151.66
2939,3,61.25
3959,3,112.88
3413,2,133.78
3260,4,39.75
3904,4,140.96
1664,2,56.98
2669,4,56.4
1702,4,67.49
3060,5,164.9
2471,1,84.19
1741,3,31.94
2079,2,53.92
2067,4,126.39
2362,3,59.64
3614,1,32.35
1765,2,79.72
2134,3,120.69
2914,5,45.02
2999,5,145.52
3954,3,92.48
3923,3,76.58
1157,3,89.8
2008,5,153.57
3524,3,115.86
2265,1,110.77
2968,3,107.6
2792,3,55.98
1170,1,72.22
2604,2,38.67
3620,5,121.05
2203,3,141.36
3528,3,83.64
3944,3,79.1
2276,1,107.41
3711,1,81.27
2187,3,86.67
3561,4,117.43
3125,3,123.89
930,3,63.92
853,2,83.04
3187,5,67.69
2232,4,66.29
3507,1,97.53
3018,4,50.24
3091,4,65.23
3559,4,82.93
2424,4,102.88
3055,1,84.57
2894,5,81.09
3090,4,122.36
969,5,121.13
3527,1,128.7
2955,4,151.89
2017,4,33.72
1363,2,55.74
843,3,148.68
3026,4,39.71
3166,2,95.11
1958,4,65.07
2768,5,151.24
1114,1,165.33
861,3,72.87
1995,5,86.94
1293,1,33.25
884,1,106.58
1474,1,89.05
1792,1,142.54
2086,2,162.53
2269,1,66.48
2849,4,138.93
3954,1,57.61
2832,3,99.11
2580,5,73.14
3900,3,79.83
2506,2,145.54
972,3,39.6
2350,2,59.66
1258,2,164.57
3895,2,125.94
1649,5,54.07
2107,1,61.96
2526,3,102.93
2606,2,88.36
1748,4,99.54
2202,2,105.65
3176,2,102.17
2348,1,123.28
3542,1,37.45
3059,4,77.15
2628,2,78.47
1303,4,167.29
1872,2,142.6
2277,3,58.52
2863,5,165.34
1930,2,158.13
3121,1,82.3
2735,3,113.14
2237,1,163.17
3799,2,143.91
1341,3,68.78
2667,4,113.8
3341,4,93.28
927,5,131.78
1981,1,168.19
3193,5,33.95
1034,2,129.89
3538,3,94.31
815,2,38.21
1137,1,149.59
1787,4,166.75
2889,3,123.75
957,4,48.07
2650,3,59.88
3992,3,142.81
939,5,74.93
1206,1,132.29
2028,4,39.41
1289,1,113.06
1810,1,110.09
3221,5,91.34
2554,3,116.55
2959,4,63.33
3105,1,64.62
1648,1,123.66
1343,1,151.89
3661,5,38.24
1575,3,31.21
2687,1,134.19
2156,1,164.35
3407,3,86.05
3282,2,98.19
2887,5,155.72
2094,3,54.61
2532,3,115.63
2796,1,167.27
